,file,algorithm,method,mean_time,mean_result
0,tai80a,LocalSearch,first_improvement,17.300804603997676,14061954
1,tai80a,LocalSearch,best_improvement,20.100502715999028,14138884
2,tai80a,LocalSearch,stochastic_2_opt,0.7048061450041132,15296364
3,tai80a,Iterated,first_improvement,410.42119311500574,13912448
4,tai80a,Iterated,best_improvement,332.30285710300086,13953530
5,tai80a,Iterated,stochastic_2_opt,14.907913412003836,15259372
6,tai80a,Guided,first_improvement,48.401468216005014,14026128
7,tai80a,Guided,best_improvement,41.76660673999868,13999996
8,tai80a,Guided,stochastic_2_opt,14.350833543998306,15400008
